,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
2272,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2273,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2274,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2275,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2276,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2277,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2278,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2279,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2280,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2281,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2282,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2283,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2284,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2285,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2286,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2287,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2288,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2289,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2290,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2291,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2292,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2293,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2294,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2295,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2296,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2297,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2298,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2299,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2300,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2301,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2302,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2303,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2304,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2305,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2306,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2307,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2308,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2309,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2310,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2311,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2312,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2313,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2314,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2315,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2316,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2317,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2318,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2319,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2320,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2321,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2322,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2323,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2324,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2325,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2326,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2327,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2328,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2329,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2330,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2331,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2332,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2333,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2334,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2335,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2336,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2337,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2338,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2339,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2340,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2341,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2342,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2343,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2344,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2345,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2346,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2347,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2348,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2349,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2350,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2351,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2352,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2353,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2354,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2355,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2356,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2357,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2358,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2359,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2360,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2361,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2362,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2363,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2364,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2365,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2366,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2367,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2368,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2369,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2370,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2371,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2372,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2373,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2374,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2375,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2376,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2377,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2378,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2379,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2380,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
2381,台中市南屯區東興路二段,南屯區,三改二大空間❤️兩間更衣室❤️可寵,25.0,2.0,1.0,2.0,整層住家,5,14,"1,525元/月",28000.0
2382,台中市南屯區忠勇路,南屯區,電梯可貓百萬採光室內機車位可報稅,10.0,,,,車位,7,7,,13000.0
2383,台中市南屯區保安十街,南屯區,近嶺東科大精科全新套房獨陽獨洗曬,10.0,1.0,1.0,0.0,獨立套房,2,5,無,11500.0
2384,台中市南屯區東興西街9號,南屯區,南屯好市多商圈。兩房一廳,12.0,1.0,1.0,0.0,獨立套房,7,12,"1,300元/月",18000.0
2385,台中市南屯區永春路,南屯區,正永春路8米大面寬店面出租可三照,85.0,0.0,0.0,0.0,店面,1,2,,68000.0
2386,台中市南屯區東興東街,南屯區,五期裝潢三房＋車位,37.17,3.0,2.0,2.0,住宅,6,6,"$1,000元(已含租金內)",30000.0
2387,台中市南屯區大進街,南屯區,✌️秒殺全新電梯近勤美✌️陽台獨洗✌️流理台,13.0,,,,住宅,3,5,1000,11999.0
2388,台中市南屯區向上南路一段,南屯區,大地坪面寬雙店面,89.0,0.0,0.0,0.0,店面,1,2,無,120000.0
2389,台中市南屯區保安十街,南屯區,整棟全新⭐台水電⭐室內機車⭐乾溼分離⭐可家庭⭐嶺東,12.5,,,,住宅,2,5,1000,14000.0
2390,台中市南屯區向上路二段,南屯區,三房兩衛✅一層三戶✅稀有地段大空間✅全配,35.0,3.0,2.0,2.0,整層住家,4,12,"2,850元/月",27999.0
2391,台中市南屯區大墩路,南屯區,✅電梯✅傢俱電全配✅台水電✅管理員✅廚房,40.0,3.0,2.0,2.0,整層住家,4,8,"2,850元/月",28000.0
2392,台中市南屯區文山路,南屯區,生活機能便利❤採光超好❤有浴缸,15.0,1.0,1.0,1.0,整層住家,8,9,"1,000元/月",14500.0
2393,台中市南屯區益昌六街8號,南屯區,『南屯』惠宇精裝三改二大空間平車超值美屋,50.2,2.0,2.0,2.0,整層住家,12,21,,45000.0
2394,台中市南屯區向上路三段67號,南屯區,舒適套房~黎明商圈社區24H管理!,5.0,1.0,1.0,0.0,獨立套房,7,14,,7000.0
2395,台中市南屯區保安十街,南屯區,嶺東精科全新❤️陽台獨洗乾濕分離❤️可報稅租補戶籍,10.0,1.0,1.0,,住宅,4,5,1001,9999.0
2396,台中市南屯區文心路一段214號,南屯區,財屋近捷運文心森林公園2+1房,31.0,2.0,2.0,1.0,整層住家,7,22,"2,200元/月",21000.0
2397,台中市南屯區嶺東南路,南屯區,質感大3房💖家具電全配💖全新完工,33.0,3.0,2.0,2.0,整層住家,3,13,"2,000元/月",29000.0
2398,台中市南屯區嶺東南路,南屯區,全新裝潢大三房🔆傢俱電全配~含平面車位,33.0,3.0,2.0,1.0,整層住家,3,15,,29999.0
2399,台中市南屯區南屯路二段235巷,南屯區,八期好市多永春國小旁全棟透店出租,80.0,5.0,3.0,3.0,住宅、辦公,1,4,無,38000.0
2400,台中市南屯區保安五街17號,南屯區,💗租｜南屯嶺東｜2房2衛｜平面車位,16.0,2.0,2.0,2.0,整層住家,8,12,,26000.0
