,住址,行政區,物件說明,面積,房,衛,廳,物件類型,物件位於幾樓,物件共幾樓,管理費用,租金
2115,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2116,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2117,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2118,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2119,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2120,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2121,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2122,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2123,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2124,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2125,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2126,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2127,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2128,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2129,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2130,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2131,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2132,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2133,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2134,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2135,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2136,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2137,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2138,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2139,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2140,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2141,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2142,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2143,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2144,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2145,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2146,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2147,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2148,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2149,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2150,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2151,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2152,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2153,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2154,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2155,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2156,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2157,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2158,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2159,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2160,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2161,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2162,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2163,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2164,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2165,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2166,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2167,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2168,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2169,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2170,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2171,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2172,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2173,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2174,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2175,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2176,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2177,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2178,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2179,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2180,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2181,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2182,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2183,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2184,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2185,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2186,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2187,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2188,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2189,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2190,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2191,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2192,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2193,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2194,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2195,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2196,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2197,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2198,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2199,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2200,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2201,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2202,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2203,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2204,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2205,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2206,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2207,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2208,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2209,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2210,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2211,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2212,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2213,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2214,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2215,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2216,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2217,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2218,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2219,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2220,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2221,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2222,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2223,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
2224,台中市西屯區河南路二段,西屯區,🌈全新質感屋✅電梯✅流理臺✅超大衣櫃,12,1,1,0,獨立套房,3,8,"1,200元/月",10300
2225,台中市西屯區福吉街,西屯區,可貓💥逢甲旁全新2房,25,2,1,2,整層住家,3,16,"2,000元/月",21000
2226,台中市西屯區工業區三十八路,西屯區,猶豫是魔鬼丨電梯丨陽台獨洗曬丨全新,13.77,1,1,0,獨立套房,6,8,"1,000元/月",9999
2227,台中市西屯區玉門路,西屯區,整棟全新❤搶先入住❤慢來就沒了💔,15,1,1,1,整層住家,3,6,"1,000元/月",13999
2228,台中市西屯區上墩路,西屯區,遇上福星三房雙平車遇上您,60.25,3,2,2,住宅,18,19,$0元(不含租金內),39000
2229,台中市西屯區何厝街,西屯區,大墩#角間#人潮車潮#娃娃機輕食#可談#,30,0,0,0,住宅,1,1,,38000
2230,台中市西屯區文心路二段,西屯區,🌈捷運3房2衛雙陽台✅採光市政府✅可寵,36,3,2,2,整層住家,9,21,"3,000元/月",21999
2231,台中市西屯區臺灣大道三段,西屯區,總裁專愛！七期大四房大坪數平車傢俱可談！,82,4,2,2,整層住家,10,24,"7,000元/月",65000
2232,台中市西屯區福吉街3號,西屯區,#西屯#親家福星道#2房全配#家具,15,2,1,1,整層住家,3,15,,23000
2233,台中市西屯區漢口路二段,西屯區,漢口路餐飲戰區店面,20,0,0,0,店面,1,4,,32000
2234,台中市西屯區惠來路三段,西屯區,裝潢大三房★含車位★採光通風★地點優爆,38,3,2,2,整層住家,4,14,"3,320元/月",36000
2235,台中市西屯區寶慶街,西屯區,台水電~電梯~2房1廳~可開伙~陽台獨洗,22,2,1,1,整層住家,6,12,"1,210元/月",11999
2236,台中市西屯區文心路二段566號,西屯區,市政LV3房2廳2衛屋主自租,22,3,2,2,整層住家,16,23,"2,791元/月",23000
2237,台中市西屯區惠安巷,西屯區,可寵可短租一個月，免仲介費獨洗獨曬大套房,10,1,1,0,獨立套房,1,3,,10000
2238,台中市西屯區四川路,西屯區,可貓✅全新完工✅流理台✅電磁爐✅獨洗曬✅,10,1,1,0,獨立套房,2,3,"1,000元/月",11000
2239,台中市西屯區青海路二段,西屯區,電梯可貓陽台獨洗✰新光遠百逢甲秋紅谷,12,1,1,0,獨立套房,5,6,500元/月,10999
2240,台中市西屯區西屯路二段32巷,西屯區,💜全新裝潢♧首月租金半價♧好停車～💛,13,1,1,0,獨立套房,3,6,"1,000元/月",13999
2241,台中市西屯區順和七街,西屯區,馬上看房丨陽台獨洗曬丨電梯丨全新,12.68,1,1,0,獨立套房,3,7,"1,000元/月",8999
2242,台中市西屯區福上巷,西屯區,🔥社會住宅/家具齊全/附近好停/免仲,34,3,2,2,整層住家,6,14,"2,000元/月",22000
2243,台中市西屯區至善路,西屯區,短租新光大遠百邊間舒適房/年租洽談,10.54,1,1,0,住宅,4,7,,12000
